episode,epsilon,reward,n_solved,n_attempted,solve_rate,final_rating,avg_loss,buffer_size,steps,total_steps,duration_s
812,0.8073,10.88,1,5,0.2,1181.2659999999998,70.59334,4213,5,4213,0.5
813,0.8071,82.53,5,8,0.625,1372.5463103448276,74.57693,4221,8,4221,0.81
814,0.8069,52.28,4,8,0.5,1453.4006666666664,77.73071,4229,8,4229,0.79
815,0.8066,83.71,6,8,0.75,1692.9097857142858,70.77454,4237,8,4237,0.77
816,0.8064,10.59,2,5,0.4,1709.5359047619047,63.54935,4242,5,4242,0.49
817,0.8062,28.95,2,6,0.333,1396.4454642857143,74.08176,4248,6,4248,0.58
818,0.8059,28.0,4,5,0.8,1183.4302083333334,70.11682,4253,5,4253,0.49
819,0.8057,30.0,3,3,1.0,1073.3190000000002,89.58484,4256,3,4256,0.31
820,0.8054,33.46,1,2,0.5,1305.0753,68.48336,4258,2,4258,0.2
821,0.8052,22.28,2,4,0.5,1171.00996,68.41875,4262,4,4262,0.4
822,0.805,40.47,2,3,0.667,1193.4334545454547,64.05661,4265,3,4265,0.29
823,0.8047,21.44,2,3,0.667,1161.4257391304347,70.83147,4268,3,4268,0.29
824,0.8045,50.42,5,9,0.556,1395.4764285714286,58.80716,4277,9,4277,0.88
825,0.8043,49.42,4,6,0.667,1340.9032222222222,64.15725,4283,6,4283,0.6
826,0.804,42.89,2,7,0.286,1193.5354347826087,73.38173,4290,7,4290,0.83
827,0.8038,10.65,1,3,0.333,1423.8285714285714,69.31785,4293,3,4293,0.4
828,0.8035,2.92,1,3,0.333,1331.8181818181818,66.36869,4296,3,4296,0.37
829,0.8033,44.74,4,6,0.667,1519.257,77.46474,4302,6,4302,0.78
830,0.8031,48.48,4,7,0.571,1388.942037037037,81.24932,4309,7,4309,0.93
831,0.8028,26.3,2,3,0.667,1387.913846153846,68.84741,4312,3,4312,0.4
832,0.8026,31.8,4,9,0.444,1517.2866206896554,67.4539,4321,9,4321,1.17
833,0.8024,50.73,4,6,0.667,1684.6282307692309,75.24482,4327,6,4327,0.75
834,0.8021,26.27,4,12,0.333,1880.0229,70.61617,4339,12,4339,1.56
835,0.8019,48.63,3,4,0.75,1205.1013333333333,73.10635,4343,4,4343,0.51
836,0.8016,69.11,5,7,0.714,1518.0436,78.61977,4350,7,4350,0.92
837,0.8014,51.89,4,6,0.667,1644.9235862068965,69.7129,4356,6,4356,0.69
838,0.8012,41.28,2,5,0.4,1837.5407083333332,67.36265,4361,5,4361,0.62
839,0.8009,12.54,2,6,0.333,1406.81664,72.29716,4367,6,4367,0.72
840,0.8007,19.65,1,6,0.167,1070.0047,90.53373,4373,6,4373,0.8
841,0.8005,26.75,1,6,0.167,1184.6236153846153,59.67856,4379,6,4379,0.81
842,0.8002,13.56,3,6,0.5,1689.315,65.53075,4385,6,4385,0.74
843,0.8,21.42,3,4,0.75,1610.7492916666667,72.62171,4389,4,4389,0.47
844,0.7997,-1.59,2,7,0.286,1210.3680714285713,73.02382,4396,7,4396,0.96
845,0.7995,10.19,1,4,0.25,1258.9130454545455,63.39521,4400,4,4400,0.52
846,0.7993,-2.26,2,6,0.333,1311.5606923076923,64.91678,4406,6,4406,0.81
847,0.799,21.73,1,4,0.25,1076.30015,72.66731,4410,4,4410,0.55
848,0.7988,52.17,4,6,0.667,1344.0552400000001,69.97464,4416,6,4416,0.77
849,0.7985,40.6,5,7,0.714,1277.8394814814815,61.68556,4423,7,4423,0.95
850,0.7983,8.08,1,2,0.5,1265.10885,49.26325,4425,2,4425,0.27
851,0.7981,42.87,4,7,0.571,1288.9777777777776,67.78417,4432,7,4432,0.91
852,0.7978,37.35,3,7,0.429,1345.22908,67.73453,4439,7,4439,0.84
853,0.7976,21.01,1,3,0.333,1160.02568,67.30738,4442,3,4442,0.38
854,0.7974,9.09,1,4,0.25,1163.6550909090909,66.97704,4446,4,4446,0.54
855,0.7971,62.14,8,11,0.727,1895.306268292683,63.84927,4457,11,4457,1.32
856,0.7969,54.74,3,7,0.429,1412.9819677419355,74.56197,4464,7,4464,0.95
857,0.7966,16.27,2,3,0.667,1326.198739130435,67.49531,4467,3,4467,0.4
858,0.7964,38.5,4,4,1.0,1325.13725,70.26403,4471,4,4471,0.53
859,0.7962,17.91,1,4,0.25,1041.61936,73.76495,4475,4,4475,0.55
860,0.7959,2.55,0,3,0.0,1165.0,56.00971,4478,3,4478,0.39
861,0.7957,48.05,3,3,1.0,1211.0105217391304,77.04328,4481,3,4481,0.42
862,0.7955,10.89,3,6,0.5,1416.0879642857144,64.63804,4487,6,4487,0.79
863,0.7952,10.36,3,4,0.75,1165.4664347826088,74.74782,4491,4,4491,0.52
864,0.795,29.07,2,6,0.333,1201.7998928571428,90.47085,4497,6,4497,0.79
865,0.7947,9.26,2,4,0.5,1244.34056,63.9607,4501,4,4501,0.54
866,0.7945,69.77,5,5,1.0,1350.1439285714284,78.72781,4506,5,4506,0.67
867,0.7943,4.97,1,3,0.333,1244.00592,77.36513,4509,3,4509,0.4
868,0.794,13.36,2,3,0.667,1100.1761739130434,68.8854,4512,3,4512,0.36
869,0.7938,48.41,4,10,0.4,1580.1130666666666,64.76477,4522,10,4522,1.22
870,0.7936,30.35,3,6,0.5,1107.8945925925925,66.54746,4528,6,4528,0.8
871,0.7933,-4.13,1,3,0.333,1179.6096086956522,66.58638,4531,3,4531,0.41
872,0.7931,23.95,2,5,0.4,1456.7700434782607,65.25159,4536,5,4536,0.67
873,0.7928,64.86,6,8,0.75,1370.8750689655174,76.19115,4544,8,4544,1.06
874,0.7926,53.86,4,9,0.444,1674.7609999999997,61.87355,4553,9,4553,1.17
875,0.7924,2.49,1,2,0.5,1505.08005,62.432,4555,2,4555,0.26
876,0.7921,12.26,1,5,0.2,1085.0108500000001,62.76633,4560,5,4560,0.68
877,0.7919,29.83,1,5,0.2,1454.5625,75.47009,4565,5,4565,0.66
878,0.7917,55.98,3,7,0.429,1283.3740833333334,68.95702,4572,7,4572,0.93
879,0.7914,22.11,2,7,0.286,1129.7088888888889,69.05421,4579,7,4579,0.92
880,0.7912,17.27,2,7,0.286,1273.8248571428571,68.98921,4586,7,4586,0.92
881,0.7909,50.87,4,7,0.571,1893.3528333333336,62.08785,4593,7,4593,0.94
882,0.7907,56.55,4,6,0.667,1177.0740740740741,62.79635,4599,6,4599,0.79
883,0.7905,19.22,2,4,0.5,1091.7079166666665,67.96057,4603,4,4603,0.54
884,0.7902,2.2,0,4,0.0,1323.125,66.91075,4607,4,4607,0.51
885,0.79,27.45,2,3,0.667,1061.4282727272728,77.51007,4610,3,4610,0.4
886,0.7898,78.63,3,3,1.0,1416.7793333333332,59.10803,4613,3,4613,0.38
887,0.7895,50.87,5,6,0.833,1360.8349615384616,65.86652,4619,6,4619,0.67
888,0.7893,2.29,1,2,0.5,1868.1988636363637,69.7971,4621,2,4621,0.27
889,0.789,12.36,2,3,0.667,1148.1688260869566,76.78324,4624,3,4624,0.4
890,0.7888,22.25,1,5,0.2,1125.0095999999999,66.42876,4629,5,4629,0.66
891,0.7886,23.99,3,5,0.6,1360.0,85.03941,4634,5,4634,0.6
892,0.7883,82.5,5,10,0.5,1858.514611111111,61.60215,4644,10,4644,1.24
893,0.7881,33.62,3,10,0.3,1350.1123333333333,73.64188,4654,10,4654,1.26
894,0.7879,12.25,2,3,0.667,1109.972125,86.71615,4657,3,4657,0.37
895,0.7876,3.61,1,5,0.2,1517.504153846154,76.65711,4662,5,4662,0.62
896,0.7874,7.55,0,5,0.0,1580.0,78.31843,4667,5,4667,0.64
897,0.7871,27.84,4,7,0.571,1482.99475,75.24117,4674,7,4674,0.85
898,0.7869,34.1,3,4,0.75,1418.206181818182,74.48235,4678,4,4678,0.51
899,0.7867,10.59,1,4,0.25,1095.8350833333334,64.87176,4682,4,4682,0.5
900,0.7864,35.38,3,5,0.6,1641.7004583333335,70.38029,4687,5,4687,0.57
901,0.7862,9.4,1,5,0.2,1300.0,68.67609,4692,5,4692,0.58
902,0.786,-4.42,1,3,0.333,1095.484181818182,71.39427,4695,3,4695,0.35
903,0.7857,22.61,2,4,0.5,1064.08472,74.95207,4699,4,4699,0.48
904,0.7855,24.87,2,6,0.333,1421.8303478260868,75.95133,4705,6,4705,0.71
905,0.7852,2.02,1,7,0.143,1328.3352,77.6473,4712,7,4712,0.85
906,0.785,52.71,3,7,0.429,1430.8396153846154,67.35615,4719,7,4719,0.89
907,0.7848,-6.88,1,5,0.2,1533.9331304347827,69.17376,4724,5,4724,0.63
908,0.7845,46.75,6,9,0.667,1882.0476944444445,70.79749,4733,9,4733,1.15
909,0.7843,34.69,1,3,0.333,1375.0141500000002,69.23022,4736,3,4736,0.38
910,0.7841,23.34,2,4,0.5,1075.028076923077,80.16999,4740,4,4740,0.53
911,0.7838,31.34,2,5,0.4,1031.3173749999999,62.4189,4745,5,4745,0.6
912,0.7836,8.83,2,3,0.667,1310.0,72.53929,4748,3,4748,0.36
913,0.7833,25.35,2,6,0.333,1600.027875,71.10918,4754,6,4754,0.76
914,0.7831,38.4,2,4,0.5,1488.0037599999998,87.76942,4758,4,4758,0.51
915,0.7829,54.79,5,11,0.455,1655.9727941176473,72.20459,4769,11,4769,1.42
916,0.7826,4.03,3,6,0.5,1230.0992592592593,62.38155,4775,6,4775,0.74
917,0.7824,25.75,3,6,0.5,1570.3525925925928,80.65312,4781,6,4781,0.77
918,0.7822,-10.65,0,3,0.0,1530.0,59.24069,4784,3,4784,0.4
919,0.7819,12.76,1,3,0.333,1200.1743000000001,69.49223,4787,3,4787,0.38
920,0.7817,21.41,1,1,1.0,1270.0855,78.81062,4788,1,4788,0.13
921,0.7814,30.03,3,7,0.429,1200.0411851851852,68.5227,4795,7,4795,0.85
922,0.7812,12.0,2,4,0.5,1134.840347826087,72.61467,4799,4,4799,0.5
923,0.781,4.19,2,7,0.286,1106.990275862069,70.33455,4806,7,4806,0.9
924,0.7807,28.39,2,4,0.5,1205.8977083333332,67.05768,4810,4,4810,0.47
925,0.7805,40.91,4,7,0.571,1734.494620689655,62.61959,4817,7,4817,0.92
926,0.7803,6.07,1,3,0.333,1295.0037,64.32288,4820,3,4820,0.39
927,0.78,35.52,3,4,0.75,1665.3626956521741,77.99651,4824,4,4824,0.52
928,0.7798,24.2,2,5,0.4,1282.6306086956522,73.0214,4829,5,4829,0.65
929,0.7795,27.19,2,5,0.4,1455.0315416666665,63.2856,4834,5,4834,0.63
930,0.7793,21.65,2,5,0.4,1729.6671851851852,82.34535,4839,5,4839,0.63
931,0.7791,12.83,1,3,0.333,1570.13825,78.3729,4842,3,4842,0.38
932,0.7788,52.75,3,6,0.5,1572.459307692308,85.01012,4848,6,4848,0.76
933,0.7786,21.5,3,6,0.5,1422.2322222222224,74.03708,4854,6,4854,0.72
934,0.7784,12.22,1,3,0.333,1479.5454545454545,72.53843,4857,3,4857,0.38
935,0.7781,35.58,2,3,0.667,1217.419304347826,70.02747,4860,3,4860,0.37
936,0.7779,11.24,2,4,0.5,1552.2315652173913,64.73118,4864,4,4864,0.52
937,0.7776,22.6,1,6,0.167,1268.02304,64.52947,4870,6,4870,0.78
938,0.7774,42.75,4,8,0.5,1743.00675,70.37028,4878,8,4878,1.0
939,0.7772,22.53,2,5,0.4,1028.07608,73.77178,4883,5,4883,0.63
940,0.7769,38.01,2,5,0.4,1261.551923076923,62.51028,4888,5,4888,0.65
941,0.7767,11.47,1,4,0.25,1295.4607272727274,83.42138,4892,4,4892,0.45
942,0.7765,7.19,2,6,0.333,1330.8187692307692,60.72925,4898,6,4898,0.73
943,0.7762,7.56,2,6,0.333,1224.3700000000001,63.93085,4904,6,4904,0.77
944,0.776,4.43,2,4,0.5,1669.5659999999998,66.81769,4908,4,4908,0.43
945,0.7757,21.59,3,6,0.5,1362.1697307692307,84.8054,4914,6,4914,0.74
946,0.7755,73.74,5,8,0.625,1429.6853703703703,68.25003,4922,8,4922,1.05
947,0.7753,32.81,3,6,0.5,1466.749111111111,71.38581,4928,6,4928,0.74
948,0.775,58.26,4,5,0.8,1295.9920416666666,88.34796,4933,5,4933,0.6
949,0.7748,40.86,4,5,0.8,1366.8197037037037,63.21024,4938,5,4938,0.67
950,0.7746,49.76,4,7,0.571,1099.2997599999999,85.66988,4945,7,4945,0.9
951,0.7743,38.54,2,7,0.286,1130.6361666666667,63.74726,4952,7,4952,0.9
952,0.7741,16.54,1,5,0.2,1220.8378333333333,73.93343,4957,5,4957,0.61
953,0.7738,80.29,5,8,0.625,1266.7207333333333,76.81362,4965,8,4965,1.03
954,0.7736,48.0,3,5,0.6,1225.0408846153846,61.63145,4970,5,4970,0.66
955,0.7734,32.13,4,7,0.571,1387.2648518518517,73.70457,4977,7,4977,0.92
956,0.7731,2.0,0,4,0.0,1062.5,63.42065,4981,4,4981,0.5
957,0.7729,11.49,2,7,0.286,1206.0095999999999,79.27132,4988,7,4988,0.9
958,0.7727,66.05,5,8,0.625,1532.2459285714285,65.53411,4996,8,4996,1.02
959,0.7724,0.41,1,4,0.25,988.7083043478261,77.93428,5000,4,5000,0.5
960,0.7722,29.25,1,5,0.2,1224.00864,77.42572,5005,5,5005,0.67
961,0.7719,32.41,1,5,0.2,1090.009,84.84932,5010,5,5010,0.63
962,0.7717,30.38,4,6,0.667,1828.0178399999998,60.73583,5016,6,5016,0.68
963,0.7715,17.17,4,9,0.444,1596.7046,71.24226,5025,9,5025,1.17
964,0.7712,9.18,2,6,0.333,1611.1337777777778,74.81807,5031,6,5031,0.75
965,0.771,24.26,2,9,0.222,1169.0231379310346,71.52242,5040,9,5040,1.18
966,0.7708,36.42,3,5,0.6,1384.4954166666666,84.45771,5045,5,5045,0.62
967,0.7705,6.68,1,4,0.25,1416.3857,66.0921,5049,4,5049,0.44
968,0.7703,42.94,4,7,0.571,1388.2380740740741,77.19075,5056,7,5056,0.82
969,0.77,48.36,2,5,0.4,1672.18508,65.88106,5061,5,5061,0.64
970,0.7698,13.57,2,3,0.667,1144.7734285714284,58.11787,5064,3,5064,0.39
971,0.7696,80.47,4,5,0.8,1356.3194166666665,59.93234,5069,5,5069,0.65
972,0.7693,30.15,3,3,1.0,1560.996434782609,57.50562,5072,3,5072,0.38
973,0.7691,3.53,2,3,0.667,1388.0,78.84564,5075,3,5075,0.34
974,0.7689,31.86,3,4,0.75,1436.1562,66.21029,5079,4,5079,0.44
975,0.7686,52.26,2,2,1.0,1781.9848636363638,61.29412,5081,2,5081,0.22
976,0.7684,40.81,3,5,0.6,1102.3912083333332,67.66347,5086,5,5086,0.6
977,0.7681,26.8,3,6,0.5,1275.12,65.35043,5092,6,5092,0.79
978,0.7679,30.38,3,5,0.6,1472.3283571428572,77.3219,5097,5,5097,0.66
979,0.7677,17.0,2,5,0.4,1409.84856,74.93088,5102,5,5102,0.62
980,0.7674,39.01,3,8,0.375,1496.0749999999998,76.01755,5110,8,5110,1.05
981,0.7672,-5.81,1,3,0.333,1037.1756190476192,65.54735,5113,3,5113,0.37
982,0.767,20.61,3,5,0.6,1130.846,72.40907,5118,5,5118,0.59
983,0.7667,45.03,3,6,0.5,1336.2133478260869,70.39147,5124,6,5124,0.75
984,0.7665,17.26,1,4,0.25,1317.4006086956522,70.98822,5128,4,5128,0.51
985,0.7662,31.4,3,6,0.5,1619.7925652173913,63.76915,5134,6,5134,0.72
986,0.766,27.86,3,6,0.5,1490.6248076923075,82.34617,5140,6,5140,0.77
987,0.7658,47.13,3,6,0.5,1444.1358928571428,70.07277,5146,6,5146,0.71
988,0.7655,45.74,3,4,0.75,1517.421043478261,66.06373,5150,4,5150,0.46
989,0.7653,46.75,2,4,0.5,1330.5209130434782,67.9628,5154,4,5154,0.48
990,0.7651,29.97,4,6,0.667,1438.8669629629628,72.6407,5160,6,5160,0.76
991,0.7648,62.32,5,6,0.833,1707.488185185185,60.91279,5166,6,5166,0.77
992,0.7646,64.14,6,6,1.0,1614.4608214285715,72.66018,5172,6,5172,0.73
993,0.7643,28.05,3,6,0.5,1236.103392857143,66.67884,5178,6,5178,0.74
994,0.7641,1.31,0,7,0.0,1475.0,63.30473,5185,7,5185,0.79
995,0.7639,43.02,3,6,0.5,1883.0196551724139,64.93973,5191,6,5191,0.74
996,0.7636,19.02,2,5,0.4,1466.6934814814815,72.9273,5196,5,5196,0.64
997,0.7634,15.66,3,6,0.5,1745.2792580645164,69.95495,5202,6,5202,0.76
998,0.7632,27.31,2,5,0.4,1130.13176,73.21606,5207,5,5207,0.63
999,0.7629,45.4,3,7,0.429,1122.936,70.16204,5214,7,5214,0.89
1000,0.7627,19.6,3,7,0.429,1522.2251111111111,57.82815,5221,7,5221,0.89
1001,0.7624,53.47,4,6,0.667,1473.113230769231,66.23859,5227,6,5227,0.68
1002,0.7622,31.26,2,5,0.4,1307.4192962962961,70.25292,5232,5,5232,0.62
1003,0.762,11.78,1,5,0.2,1020.0111999999999,67.11804,5237,5,5237,0.63
1004,0.7617,23.08,4,7,0.571,1394.60875,73.31433,5244,7,5244,0.91
1005,0.7615,2.74,2,6,0.333,1164.1965185185184,63.04462,5250,6,5250,0.75
1006,0.7613,37.0,4,5,0.8,1680.8102307692307,66.54088,5255,5,5255,0.64
1007,0.761,13.49,1,4,0.25,1031.10885,74.78853,5259,4,5259,0.5
1008,0.7608,35.94,2,5,0.4,1350.0912307692308,85.53511,5264,5,5264,0.66
1009,0.7605,41.74,4,8,0.5,1512.55315625,63.96132,5272,8,5272,0.99
1010,0.7603,11.88,2,3,0.667,1569.8125833333334,55.47199,5275,3,5275,0.39
1011,0.7601,24.46,3,8,0.375,1667.9076071428572,69.85117,5283,8,5283,0.99
1012,0.7598,38.82,3,5,0.6,1417.4759130434782,68.29809,5288,5,5288,0.62
1013,0.7596,49.95,4,6,0.667,1428.3070434782608,61.52026,5294,6,5294,0.8
1014,0.7594,-2.82,1,5,0.2,1448.00112,68.65407,5299,5,5299,0.66
1015,0.7591,-2.58,1,4,0.25,1075.6988636363637,65.78683,5303,4,5303,0.51
1016,0.7589,16.52,2,9,0.222,1216.5440740740742,71.7613,5312,9,5312,1.16
1017,0.7586,66.37,5,9,0.556,1666.7755757575758,73.24007,5321,9,5321,1.16
1018,0.7584,40.67,3,4,0.75,1470.9740000000002,67.42472,5325,4,5325,0.5
1019,0.7582,38.95,2,5,0.4,1218.7105833333333,68.27869,5330,5,5330,0.66
1020,0.7579,34.17,4,5,0.8,1217.581875,65.3341,5335,5,5335,0.63
1021,0.7577,41.02,3,4,0.75,1080.1208,69.36881,5339,4,5339,0.5
1022,0.7575,20.05,1,7,0.143,1147.8461739130435,80.29609,5346,7,5346,0.85
1023,0.7572,58.52,4,7,0.571,1396.3511851851854,70.95769,5353,7,5353,0.89
1024,0.757,-4.16,1,2,0.5,1023.2080000000001,62.66021,5355,2,5355,0.26
1025,0.7567,78.68,5,7,0.714,1335.1511785714288,68.06096,5362,7,5362,0.91
1026,0.7565,27.82,4,6,0.667,1459.956129032258,67.46152,5368,6,5368,0.74
1027,0.7563,35.02,2,4,0.5,1500.078095238095,61.16282,5372,4,5372,0.44
1028,0.756,18.72,1,4,0.25,1299.1801666666668,65.33551,5376,4,5376,0.45
1029,0.7558,41.36,3,7,0.429,1420.208148148148,76.42347,5383,7,5383,0.81
1030,0.7556,6.6,3,5,0.6,1503.8590384615384,60.6211,5388,5,5388,0.66
1031,0.7553,37.42,2,6,0.333,1429.1821666666667,67.84657,5394,6,5394,0.75
1032,0.7551,21.04,1,1,1.0,961.1064,76.8247,5395,1,5395,0.12
1033,0.7548,14.15,4,10,0.4,1862.8983714285716,69.103,5405,10,5405,1.25
1034,0.7546,28.94,3,4,0.75,1458.0011739130437,81.83097,5409,4,5409,0.51
1035,0.7544,30.46,5,7,0.714,1580.7826923076923,62.57391,5416,7,5416,0.81
1036,0.7541,32.82,2,5,0.4,1556.5378695652173,73.67688,5421,5,5421,0.56
1037,0.7539,36.56,2,6,0.333,1427.014153846154,68.11591,5427,6,5427,0.67
1038,0.7537,6.34,1,4,0.25,1396.00396,67.71477,5431,4,5431,0.45
1039,0.7534,55.43,4,9,0.444,1299.7951538461539,63.28404,5440,9,5440,1.14
1040,0.7532,41.57,4,5,0.8,1077.322818181818,67.37991,5445,5,5445,0.62
1041,0.7529,46.28,5,6,0.833,1427.6666896551726,78.16801,5451,6,5451,0.71
1042,0.7527,55.55,3,6,0.5,1790.0238666666667,75.66553,5457,6,5457,0.75
1043,0.7525,-10.14,0,7,0.0,1060.0,67.19521,5464,7,5464,0.9
1044,0.7522,21.51,2,3,0.667,1308.4089130434782,71.07656,5467,3,5467,0.35
1045,0.752,49.03,2,2,1.0,1050.082857142857,68.36637,5469,2,5469,0.26
1046,0.7518,84.32,6,6,1.0,1313.6812692307694,60.41085,5475,6,5475,0.74
1047,0.7515,33.16,2,6,0.333,1305.7973076923079,73.629,5481,6,5481,0.79
1048,0.7513,28.05,5,8,0.625,1567.8044516129032,62.93081,5489,8,5489,1.02
1049,0.751,52.67,5,6,0.833,1685.7951428571428,82.71006,5495,6,5495,0.77
1050,0.7508,12.32,0,6,0.0,1397.85,56.8502,5501,6,5501,0.74
1051,0.7506,8.53,2,3,0.667,1042.8979047619048,84.57263,5504,3,5504,0.38
1052,0.7503,44.71,5,8,0.625,1580.8280833333333,66.70329,5512,8,5512,1.0
1053,0.7501,29.41,1,3,0.333,1065.909090909091,67.48847,5515,3,5515,0.39
1054,0.7498,51.26,4,7,0.571,1563.0349259259258,70.50066,5522,7,5522,0.87
1055,0.7496,66.69,3,3,1.0,1134.908347826087,60.41239,5525,3,5525,0.39
1056,0.7494,2.51,0,7,0.0,1092.75,74.44746,5532,7,5532,0.9
1057,0.7491,0.3,1,5,0.2,1387.7365454545454,73.22954,5537,5,5537,0.64
1058,0.7489,15.34,2,4,0.5,1050.049,73.52388,5541,4,5541,0.52
1059,0.7487,16.57,2,3,0.667,1243.5111304347827,55.71983,5544,3,5544,0.38
1060,0.7484,37.98,4,5,0.8,1183.6642307692307,72.6258,5549,5,5549,0.65
1061,0.7482,30.54,2,8,0.25,1038.5103076923076,66.99569,5557,8,5557,0.97
1062,0.7479,15.59,2,7,0.286,1321.828620689655,66.40268,5564,7,5564,0.91
1063,0.7477,10.1,1,4,0.25,1522.2279259259258,70.75954,5568,4,5568,0.51
1064,0.7475,7.69,1,3,0.333,1110.0169,55.71298,5571,3,5571,0.37
1065,0.7472,32.53,3,6,0.5,1474.964423076923,77.69381,5577,6,5577,0.77
1066,0.747,-8.35,1,6,0.167,1400.0064347826087,65.76848,5583,6,5583,0.76
1067,0.7468,34.64,4,9,0.444,1433.4043666666666,67.84456,5592,9,5592,1.14
1068,0.7465,40.87,2,4,0.5,1116.7185833333333,62.244,5596,4,5596,0.53
1069,0.7463,37.35,3,5,0.6,1702.2609130434785,67.12053,5601,5,5601,0.66
1070,0.746,39.68,3,7,0.429,1131.4293076923077,59.35909,5608,7,5608,0.88
1071,0.7458,14.54,3,5,0.6,1183.4479583333334,75.87713,5613,5,5613,0.52
1072,0.7456,42.82,2,3,0.667,1404.857238095238,64.84884,5616,3,5616,0.36
1073,0.7453,59.21,3,5,0.6,1308.09724,84.24414,5621,5,5621,0.63
1074,0.7451,75.33,6,10,0.6,1583.4165333333333,70.77546,5631,10,5631,1.27
1075,0.7449,33.38,2,7,0.286,1152.2270714285714,66.47303,5638,7,5638,0.85
1076,0.7446,-0.3,0,4,0.0,1110.0,58.9248,5642,4,5642,0.51
1077,0.7444,28.74,1,6,0.167,1444.006,58.28385,5648,6,5648,0.77
1078,0.7441,19.7,3,4,0.75,1374.2199166666667,75.09531,5652,4,5652,0.51
1079,0.7439,33.93,4,6,0.667,1427.7860740740741,67.909,5658,6,5658,0.77
1080,0.7437,24.81,2,3,0.667,1359.125909090909,58.33348,5661,3,5661,0.4
1081,0.7434,32.97,3,5,0.6,1700.03408,64.94155,5666,5,5666,0.64
1082,0.7432,27.23,1,7,0.143,1067.4460869565216,59.46865,5673,7,5673,0.86
1083,0.743,3.11,1,5,0.2,1149.2595199999998,70.18054,5678,5,5678,0.63
1084,0.7427,84.6,6,6,1.0,1388.423,78.34149,5684,6,5684,0.77
1085,0.7425,18.43,2,4,0.5,1256.2735,72.55682,5688,4,5688,0.51
1086,0.7422,39.58,2,4,0.5,1165.3654782608696,56.71245,5692,4,5692,0.5
1087,0.742,51.35,3,5,0.6,1067.435043478261,63.44433,5697,5,5697,0.63
1088,0.7418,68.69,6,9,0.667,1593.8374062499997,68.03393,5706,9,5706,1.13
1089,0.7415,10.98,1,3,0.333,1152.60025,61.56947,5709,3,5709,0.39
1090,0.7413,33.07,3,8,0.375,1744.005,69.2761,5717,8,5717,0.97
1091,0.7411,50.73,3,4,0.75,1228.48356,63.68003,5721,4,5721,0.51
1092,0.7408,9.23,2,4,0.5,1125.5835652173912,64.59808,5725,4,5725,0.48
1093,0.7406,17.83,2,4,0.5,1385.8080952380953,67.19921,5729,4,5729,0.51
1094,0.7403,47.92,2,3,0.667,1136.8817727272726,74.28867,5732,3,5732,0.38
1095,0.7401,79.19,5,9,0.556,1226.46436,64.61113,5741,9,5741,1.12
1096,0.7399,9.86,3,6,0.5,1350.42,65.62181,5747,6,5747,0.67
1097,0.7396,31.73,3,8,0.375,1339.0,57.06721,5755,8,5755,0.95
1098,0.7394,50.78,4,9,0.444,1493.157551724138,53.97036,5764,9,5764,1.14
1099,0.7392,6.04,0,7,0.0,1031.0,66.68783,5771,7,5771,0.9
1100,0.7389,31.21,2,4,0.5,1668.0988,64.34905,5775,4,5775,0.5
1101,0.7387,51.32,4,9,0.444,1167.97275,65.73276,5784,9,5784,1.07
1102,0.7384,3.87,0,7,0.0,1135.0,62.32984,5791,7,5791,0.96
1103,0.7382,7.4,0,3,0.0,1037.5,62.61884,5794,3,5794,0.39
1104,0.738,21.34,2,4,0.5,1075.6893913043477,56.60759,5798,4,5798,0.55
1105,0.7377,48.77,3,7,0.429,1710.1779,65.77371,5805,7,5805,0.94
1106,0.7375,43.06,4,7,0.571,1678.6082857142858,65.3605,5812,7,5812,0.91
1107,0.7373,11.02,1,5,0.2,1485.3525217391305,73.32753,5817,5,5817,0.64
1108,0.737,63.78,5,8,0.625,1753.7228928571426,59.01599,5825,8,5825,1.07
1109,0.7368,12.02,2,7,0.286,1443.4854782608695,62.58427,5832,7,5832,0.87
1110,0.7365,11.96,1,8,0.125,1139.2875,68.91636,5840,8,5840,0.95
1111,0.7363,17.75,2,6,0.333,1261.8136923076925,58.1105,5846,6,5846,0.69
1112,0.7361,12.6,0,4,0.0,1219.25,52.85299,5850,4,5850,0.48
1113,0.7358,33.46,3,5,0.6,1491.7693333333336,67.46252,5855,5,5855,0.62
1114,0.7356,33.41,3,4,0.75,1264.828909090909,65.32462,5859,4,5859,0.52
1115,0.7354,41.36,3,4,0.75,1230.896125,61.19301,5863,4,5863,0.5
1116,0.7351,2.08,1,4,0.25,1000.0045,61.51118,5867,4,5867,0.46
1117,0.7349,8.6,1,5,0.2,1537.037037037037,65.59563,5872,5,5872,0.63
1118,0.7346,62.92,4,7,0.571,1639.5377575757575,62.61541,5879,7,5879,0.85
1119,0.7344,42.88,5,7,0.714,1880.745806451613,56.76874,5886,7,5886,0.78
1120,0.7342,9.96,2,4,0.5,1645.8429166666665,58.79661,5890,4,5890,0.53
1121,0.7339,42.64,3,6,0.5,1371.7727826086957,56.47656,5896,6,5896,0.82
1122,0.7337,62.16,5,8,0.625,1592.9816785714288,61.36412,5904,8,5904,1.07
1123,0.7335,51.19,6,10,0.6,1880.0074516129032,61.57103,5914,10,5914,1.2
1124,0.7332,53.56,4,5,0.8,1467.7210000000002,65.28252,5919,5,5919,0.7
1125,0.733,9.33,1,6,0.167,1357.1555238095239,61.48685,5925,6,5925,0.84
