episode,epsilon,reward,n_solved,n_attempted,solve_rate,final_rating,avg_loss,buffer_size,steps,total_steps,duration_s
2797,0.3358,30.14,4,9,0.444,1280.0980714285713,42.98543,10000,9,16238,1.21
2798,0.3355,80.54,5,12,0.417,1370.3375405405407,45.19949,10000,12,16250,1.63
2799,0.3353,83.66,4,5,0.8,1648.2707777777778,44.18425,10000,5,16255,0.67
2800,0.3351,19.69,1,5,0.2,1042.873142857143,45.76595,10000,5,16260,0.68
2801,0.3348,30.78,2,8,0.25,1615.1619393939395,40.17746,10000,8,16268,1.13
2802,0.3346,22.95,2,4,0.5,1395.7311304347825,51.51869,10000,4,16272,0.63
2803,0.3344,39.68,2,4,0.5,1631.2659999999998,39.02791,10000,4,16276,0.61
2804,0.3341,81.8,4,4,1.0,1516.8407037037036,55.0372,10000,4,16280,0.61
2805,0.3339,62.95,3,3,1.0,1152.3857272727273,44.59091,10000,3,16283,0.47
2806,0.3336,18.36,2,7,0.286,1293.511923076923,46.15936,10000,7,16290,1.13
2807,0.3334,43.92,2,5,0.4,1333.291923076923,45.14733,10000,5,16295,0.77
2808,0.3332,79.47,5,6,0.833,1274.2072962962961,46.26158,10000,6,16301,0.85
2809,0.3329,41.49,2,9,0.222,1642.3801250000001,44.45123,10000,9,16310,1.25
2810,0.3327,29.73,2,3,0.667,1266.0442727272728,38.62723,10000,3,16313,0.41
2811,0.3325,41.59,3,6,0.5,1148.7219599999999,44.69958,10000,6,16319,0.8
2812,0.3322,57.25,4,6,0.667,1163.9444137931034,53.36686,10000,6,16325,0.79
2813,0.332,57.21,4,10,0.4,1440.5328387096774,44.71794,10000,10,16335,1.38
2814,0.3317,46.78,3,7,0.429,1440.8132692307695,52.0267,10000,7,16342,0.98
2815,0.3315,38.97,3,6,0.5,1670.4143333333332,44.3733,10000,6,16348,0.82
2816,0.3313,33.56,3,5,0.6,1718.2476363636363,39.07043,10000,5,16353,0.71
2817,0.331,74.42,4,8,0.5,1435.7917142857145,42.4171,10000,8,16361,1.09
2818,0.3308,11.44,2,4,0.5,1196.1217199999999,41.43847,10000,4,16365,0.56
2819,0.3306,27.34,2,6,0.333,1076.0495600000002,41.45375,10000,6,16371,0.82
2820,0.3303,75.35,5,6,0.833,1355.660888888889,41.90542,10000,6,16377,0.82
2821,0.3301,22.64,2,7,0.286,1263.4335714285714,42.19458,10000,7,16384,0.86
2822,0.3298,68.64,4,10,0.4,1350.1039310344827,41.4747,10000,10,16394,1.31
2823,0.3296,39.88,3,7,0.429,1192.3731153846154,40.805,10000,7,16401,0.95
2824,0.3294,31.01,1,6,0.167,1370.64568,42.85705,10000,6,16407,0.85
2825,0.3291,66.74,4,9,0.444,1414.4042142857143,44.95629,10000,9,16416,1.33
2826,0.3289,42.24,3,8,0.375,1291.5082068965517,47.08075,10000,8,16424,1.3
2827,0.3287,40.79,2,6,0.333,1427.3695,44.68035,10000,6,16430,0.88
2828,0.3284,34.42,2,9,0.222,1379.2465833333335,41.93655,10000,9,16439,1.27
2829,0.3282,60.98,3,6,0.5,1542.375923076923,43.69181,10000,6,16445,0.83
2830,0.3279,-0.33,1,6,0.167,1334.783260869565,49.1916,10000,6,16451,0.79
2831,0.3277,18.63,1,8,0.125,1337.7291818181818,44.34119,10000,8,16459,1.04
2832,0.3275,12.27,1,5,0.2,1415.3915384615384,45.20584,10000,5,16464,0.7
2833,0.3272,20.17,2,6,0.333,1672.0288,46.56791,10000,6,16470,0.87
2834,0.327,57.61,4,8,0.5,1877.8224444444447,45.47618,10000,8,16478,1.17
2835,0.3268,23.51,2,6,0.333,1169.1041818181818,49.40742,10000,6,16484,0.91
2836,0.3265,34.69,4,10,0.4,1612.1689393939394,49.21413,10000,10,16494,1.52
2837,0.3263,36.6,2,8,0.25,1595.4658181818181,44.40592,10000,8,16502,1.27
2838,0.326,33.04,3,8,0.375,1856.30584375,39.66514,10000,8,16510,1.2
2839,0.3258,97.19,8,12,0.667,1443.1348529411764,42.02231,10000,12,16522,1.9
2840,0.3256,21.14,1,4,0.25,1049.5786086956523,40.25767,10000,4,16526,0.61
2841,0.3253,68.17,4,4,1.0,1248.16696,44.48786,10000,4,16530,0.61
2842,0.3251,82.05,7,11,0.636,1747.117696969697,44.35241,10000,11,16541,1.55
2843,0.3249,41.59,1,4,0.25,1607.5682307692307,41.28873,10000,4,16545,0.66
2844,0.3246,64.51,5,9,0.556,1281.1440357142858,42.45534,10000,9,16554,1.3
2845,0.3244,35.63,1,7,0.143,1223.6255714285714,51.90573,10000,7,16561,1.03
2846,0.3241,16.25,1,10,0.1,1300.01545,42.23141,10000,10,16571,1.45
2847,0.3239,37.95,3,7,0.429,1138.5925,38.90957,10000,7,16578,1.04
2848,0.3237,46.64,4,7,0.571,1412.6114583333335,42.63618,10000,7,16585,1.1
2849,0.3234,72.44,5,6,0.833,1315.491653846154,42.42345,10000,6,16591,0.88
2850,0.3232,38.4,2,6,0.333,1266.7326666666665,44.52537,10000,6,16597,0.82
2851,0.323,54.39,6,11,0.545,1361.5185483870966,45.08942,10000,11,16608,1.46
2852,0.3227,72.11,5,11,0.455,1343.6647741935483,49.60785,10000,11,16619,1.68
2853,0.3225,12.94,4,7,0.571,1274.2162962962962,47.26113,10000,7,16626,1.15
2854,0.3222,49.8,7,10,0.7,1296.8972413793103,43.0529,10000,10,16636,1.48
2855,0.322,82.03,6,11,0.545,1894.201705882353,41.68452,10000,11,16647,1.64
2856,0.3218,40.55,3,6,0.5,1408.7384347826087,43.11578,10000,6,16653,0.9
2857,0.3215,31.4,2,5,0.4,1309.5501904761904,46.04343,10000,5,16658,0.7
2858,0.3213,10.95,1,5,0.2,1404.3666086956523,48.26716,10000,5,16663,0.75
2859,0.3211,-17.3,0,3,0.0,1044.0,42.69628,10000,3,16666,0.47
2860,0.3208,19.34,3,5,0.6,1312.07176,42.09702,10000,5,16671,0.74
2861,0.3206,33.9,4,9,0.444,1387.966724137931,48.69494,10000,9,16680,1.34
2862,0.3203,77.42,5,6,0.833,1466.13168,50.91531,10000,6,16686,0.91
2863,0.3201,47.92,3,9,0.333,1136.7369666666666,47.81535,10000,9,16695,1.38
2864,0.3199,28.23,3,7,0.429,1253.5918571428572,46.03615,10000,7,16702,0.98
2865,0.3196,24.52,1,6,0.167,1217.10025,38.73266,10000,6,16708,0.86
2866,0.3194,73.07,5,7,0.714,1279.4779655172415,47.85518,10000,7,16715,1.08
2867,0.3192,29.3,1,3,0.333,1272.8416818181818,37.83022,10000,3,16718,0.49
2868,0.3189,49.25,2,3,0.667,1029.7135454545455,39.54908,10000,3,16721,0.44
2869,0.3187,75.19,6,11,0.545,1616.8203055555557,40.26538,10000,11,16732,1.36
2870,0.3184,26.04,1,6,0.167,1082.21548,40.57444,10000,6,16738,0.84
2871,0.3182,39.79,5,6,0.833,1243.53592,43.68699,10000,6,16744,0.88
2872,0.318,35.17,2,4,0.5,1483.394,48.69262,10000,4,16748,0.51
2873,0.3177,53.98,3,9,0.333,1544.3517714285713,37.82008,10000,9,16757,1.43
2874,0.3175,60.32,4,7,0.571,1694.138357142857,45.49613,10000,7,16764,1.0
2875,0.3173,42.94,3,6,0.5,1607.4695185185183,48.67115,10000,6,16770,1.04
2876,0.317,55.85,4,9,0.444,1206.357875,43.65716,10000,9,16779,1.45
2877,0.3168,27.4,3,5,0.6,1488.9111481481482,41.72476,10000,5,16784,0.8
2878,0.3165,79.0,4,6,0.667,1287.6040833333334,45.71737,10000,6,16790,0.98
2879,0.3163,51.8,3,9,0.333,1103.9086923076923,44.73444,10000,9,16799,1.4
2880,0.3161,14.34,1,7,0.143,1242.5375,48.68744,10000,7,16806,0.97
2881,0.3158,46.88,6,8,0.75,1885.7879285714287,48.80767,10000,8,16814,1.21
2882,0.3156,44.71,3,9,0.333,1220.0835555555557,47.32965,10000,9,16823,1.36
2883,0.3154,9.38,2,6,0.333,1156.04596,43.43574,10000,6,16829,1.03
2884,0.3151,25.1,3,8,0.375,1336.0284583333334,42.91457,10000,8,16837,1.19
2885,0.3149,9.68,1,5,0.2,1108.7235652173913,49.42845,10000,5,16842,0.67
2886,0.3146,27.65,4,7,0.571,1526.076777777778,41.69855,10000,7,16849,0.95
2887,0.3144,57.7,4,7,0.571,1377.116,44.95423,10000,7,16856,0.95
2888,0.3142,62.29,7,9,0.778,1880.787111111111,44.28102,10000,9,16865,1.21
2889,0.3139,37.16,3,10,0.3,1220.4312962962965,39.68941,10000,10,16875,1.34
2890,0.3137,23.05,3,5,0.6,1196.3361851851853,46.16683,10000,5,16880,0.69
2891,0.3135,55.09,4,9,0.444,1475.9303448275864,44.13588,10000,9,16889,1.17
2892,0.3132,81.29,6,10,0.6,1877.4899032258065,47.32649,10000,10,16899,1.34
2893,0.313,24.63,2,10,0.2,1433.3506666666667,40.89575,10000,10,16909,1.35
2894,0.3127,10.09,2,5,0.4,1229.5091666666667,43.88773,10000,5,16914,0.67
2895,0.3125,42.9,3,5,0.6,1512.9952307692308,39.4784,10000,5,16919,0.68
2896,0.3123,31.49,3,9,0.333,1702.9888823529411,45.95215,10000,9,16928,1.21
2897,0.312,49.13,4,7,0.571,1526.2106896551725,47.72946,10000,7,16935,0.94
2898,0.3118,91.96,8,9,0.889,1483.1406896551725,45.25018,10000,9,16944,1.19
2899,0.3116,59.98,3,7,0.429,1100.038,43.08811,10000,7,16951,0.98
2900,0.3113,57.34,3,5,0.6,1668.2232727272726,49.61613,10000,5,16956,0.68
2901,0.3111,41.88,1,2,0.5,1331.014238095238,35.66415,10000,2,16958,0.24
2902,0.3108,53.87,4,7,0.571,1098.3855714285714,54.40409,10000,7,16965,0.84
2903,0.3106,44.8,3,9,0.333,1090.1038999999998,41.63366,10000,9,16974,1.19
2904,0.3104,58.13,5,11,0.455,1466.8000303030303,46.56019,10000,11,16985,1.5
2905,0.3101,34.24,2,7,0.286,1371.1703076923077,45.36466,10000,7,16992,0.96
2906,0.3099,36.9,2,6,0.333,1428.0667199999998,40.19703,10000,6,16998,0.81
2907,0.3097,23.76,2,6,0.333,1565.9472592592592,45.95878,10000,6,17004,0.82
2908,0.3094,56.2,6,11,0.545,1878.1675625,43.75912,10000,11,17015,1.48
2909,0.3092,35.18,3,8,0.375,1396.3384814814813,39.97233,10000,8,17023,1.07
2910,0.3089,40.85,2,5,0.4,1098.8627692307693,41.48575,10000,5,17028,0.66
2911,0.3087,49.71,4,11,0.364,1037.6325714285715,47.69679,10000,11,17039,1.31
2912,0.3085,12.61,2,7,0.286,1418.574962962963,47.57052,10000,7,17046,0.94
2913,0.3082,25.66,3,5,0.6,1633.3459583333333,40.87936,10000,5,17051,0.7
2914,0.308,28.78,1,6,0.167,1430.02875,52.33472,10000,6,17057,0.82
2915,0.3078,58.56,4,8,0.5,1666.747303030303,40.73272,10000,8,17065,1.07
2916,0.3075,62.6,4,7,0.571,1264.2766896551723,44.59509,10000,7,17072,0.95
2917,0.3073,19.46,2,5,0.4,1548.408,46.23904,10000,5,17077,0.66
2918,0.307,55.61,4,6,0.667,1565.2692608695652,51.36417,10000,6,17083,0.83
2919,0.3068,26.46,2,6,0.333,1308.03312,43.39271,10000,6,17089,0.78
2920,0.3066,40.53,3,7,0.429,1374.201896551724,46.24037,10000,7,17096,0.96
2921,0.3063,35.87,3,7,0.429,1212.5551785714285,40.26813,10000,7,17103,0.93
2922,0.3061,60.32,4,5,0.8,1140.6803461538461,39.40986,10000,5,17108,0.64
2923,0.3059,13.51,1,6,0.167,1113.478,46.49075,10000,6,17114,0.8
2924,0.3056,48.35,3,5,0.6,1258.9666923076925,43.17414,10000,5,17119,0.67
2925,0.3054,64.57,5,8,0.625,1765.7564375,45.53162,10000,8,17127,1.07
2926,0.3051,34.15,2,6,0.333,1315.3977307692307,40.93383,10000,6,17133,0.76
2927,0.3049,95.13,5,6,0.833,1684.6891153846154,49.95262,10000,6,17139,0.83
2928,0.3047,39.08,2,8,0.25,1292.3314615384616,46.82022,10000,8,17147,1.11
2929,0.3044,26.78,1,5,0.2,1460.8765217391306,43.44981,10000,5,17152,0.73
2930,0.3042,49.01,4,5,0.8,1778.7523214285713,43.45698,10000,5,17157,0.67
2931,0.304,53.73,3,7,0.429,1618.6013333333333,41.79646,10000,7,17164,0.97
2932,0.3037,84.85,6,10,0.6,1594.3184516129033,43.96778,10000,10,17174,1.39
2933,0.3035,80.81,6,8,0.75,1468.0170714285716,46.92615,10000,8,17182,1.16
2934,0.3032,54.5,3,6,0.5,1502.343,49.06766,10000,6,17188,0.88
2935,0.303,9.25,3,8,0.375,1296.6506896551723,40.5419,10000,8,17196,1.12
2936,0.3028,37.27,3,7,0.429,1569.2665769230769,44.34753,10000,7,17203,0.96
2937,0.3025,36.74,2,6,0.333,1348.03424,49.61604,10000,6,17209,0.77
2938,0.3023,114.52,8,9,0.889,1785.5014411764707,43.66199,10000,9,17218,1.19
2939,0.3021,56.11,5,10,0.5,1060.9667272727274,40.51724,10000,10,17228,1.32
2940,0.3018,32.53,2,9,0.222,1366.6776666666667,41.38463,10000,9,17237,1.19
2941,0.3016,37.27,4,6,0.667,1412.1576799999998,52.68203,10000,6,17243,0.77
2942,0.3013,44.12,3,6,0.5,1366.7115000000001,49.07125,10000,6,17249,0.79
2943,0.3011,11.5,1,8,0.125,1221.0144,45.3124,10000,8,17257,1.08
2944,0.3009,44.31,3,8,0.375,1681.5315925925927,54.67076,10000,8,17265,1.07
2945,0.3006,24.4,2,7,0.286,1388.8046666666667,49.94621,10000,7,17272,0.94
2946,0.3004,42.97,5,10,0.5,1500.131724137931,47.86059,10000,10,17282,1.32
2947,0.3002,73.36,4,6,0.667,1546.227423076923,43.89866,10000,6,17288,0.76
2948,0.2999,38.2,2,8,0.25,1300.0293333333334,47.53801,10000,8,17296,1.05
2949,0.2997,96.99,7,9,0.778,1496.326923076923,47.80793,10000,9,17305,1.21
2950,0.2994,41.13,3,5,0.6,1105.7060869565219,51.58865,10000,5,17310,0.67
2951,0.2992,37.85,4,10,0.4,1157.2428125000001,47.19306,10000,10,17320,1.27
2952,0.299,4.67,2,6,0.333,1258.3659583333333,41.09086,10000,6,17326,0.81
2953,0.2987,39.39,3,9,0.333,1321.4800714285716,44.01299,10000,9,17335,1.21
2954,0.2985,76.55,4,7,0.571,1175.120153846154,39.52424,10000,7,17342,0.93
2955,0.2982,80.5,7,14,0.5,1446.902833333333,41.71929,10000,14,17356,1.85
2956,0.298,24.77,2,4,0.5,1061.4353636363637,38.27932,10000,4,17360,0.54
2957,0.2978,12.02,1,8,0.125,1255.1947586206898,42.62604,10000,8,17368,1.06
2958,0.2975,17.25,1,5,0.2,1476.00592,52.53963,10000,5,17373,0.65
2959,0.2973,62.94,5,6,0.833,1024.827653846154,39.20856,10000,6,17379,0.78
2960,0.2971,47.38,5,9,0.556,1270.0679666666667,45.97304,10000,9,17388,1.28
2961,0.2968,29.74,2,6,0.333,1101.9244814814815,37.68849,10000,6,17394,0.83
2962,0.2966,42.68,2,8,0.25,1826.2178095238096,39.427,10000,8,17402,1.08
2963,0.2963,102.14,6,10,0.6,1703.3011250000002,43.44152,10000,10,17412,1.5
2964,0.2961,43.71,4,5,0.8,1604.11176,40.81664,10000,5,17417,0.74
2965,0.2959,45.61,3,6,0.5,1204.06732,38.15682,10000,6,17423,0.93
2966,0.2956,17.8,2,6,0.333,1395.6195555555557,47.87212,10000,6,17429,0.91
2967,0.2954,37.81,4,6,0.667,1474.429043478261,41.8319,10000,6,17435,0.96
2968,0.2952,2.64,0,7,0.0,1289.0,47.74259,10000,7,17442,1.08
2969,0.2949,57.6,8,10,0.8,1750.0989411764706,44.65663,10000,10,17452,1.4
2970,0.2947,18.95,2,5,0.4,1165.466818181818,40.43474,10000,5,17457,0.83
2971,0.2944,-4.4,0,5,0.0,1315.0,49.98436,10000,5,17462,0.7
2972,0.2942,63.6,5,8,0.625,1614.8847407407407,48.70793,10000,8,17470,1.14
2973,0.294,62.91,4,7,0.571,1450.4993599999998,47.53464,10000,7,17477,1.18
2974,0.2937,23.25,1,3,0.333,1369.5652173913043,50.21759,10000,3,17480,0.5
2975,0.2935,53.85,6,9,0.667,1800.0338148148148,54.39627,10000,9,17489,1.34
2976,0.2933,80.16,6,11,0.545,1198.4527931034484,46.1618,10000,11,17500,1.64
2977,0.293,22.35,3,5,0.6,1298.02472,42.23466,10000,5,17505,0.75
2978,0.2928,68.18,5,7,0.714,1513.4713214285714,48.01222,10000,7,17512,1.02
2979,0.2925,56.31,5,9,0.556,1420.962962962963,42.28638,10000,9,17521,1.32
2980,0.2923,34.11,3,7,0.429,1591.0191200000002,36.98095,10000,7,17528,1.14
2981,0.2921,52.96,3,6,0.5,1044.3180416666667,46.44608,10000,6,17534,0.92
2982,0.2918,67.57,4,6,0.667,1124.9408888888888,48.12248,10000,6,17540,0.86
2983,0.2916,40.77,3,5,0.6,1311.28196,43.74148,10000,5,17545,0.76
2984,0.2914,31.4,3,8,0.375,1360.922347826087,39.64806,10000,8,17553,1.14
2985,0.2911,44.43,3,5,0.6,1596.2536800000003,44.38818,10000,5,17558,0.8
2986,0.2909,51.24,4,7,0.571,1532.4975,49.07776,10000,7,17565,1.15
2987,0.2906,29.06,2,5,0.4,1454.8045,42.65645,10000,5,17570,0.83
2988,0.2904,43.33,2,4,0.5,1508.07068,53.11943,10000,4,17574,0.57
2989,0.2902,66.61,7,10,0.7,1429.5777352941175,48.73898,10000,10,17584,1.34
2990,0.2899,53.35,4,10,0.4,1441.9456153846152,47.45196,10000,10,17594,1.32
2991,0.2897,18.31,3,7,0.429,1692.598,44.12451,10000,7,17601,0.96
2992,0.2895,22.54,3,4,0.75,1589.3965,51.67624,10000,4,17605,0.56
2993,0.2892,44.13,7,11,0.636,1308.185172413793,40.87779,10000,11,17616,1.6
2994,0.289,7.94,1,5,0.2,1427.276090909091,45.21169,10000,5,17621,0.71
2995,0.2887,51.09,4,9,0.444,1883.4130555555555,45.92091,10000,9,17630,1.3
2996,0.2885,62.21,3,5,0.6,1464.05596,48.28786,10000,5,17635,0.69
2997,0.2883,86.02,5,7,0.714,1722.7451612903226,47.10114,10000,7,17642,1.04
2998,0.288,35.35,3,9,0.333,1194.7324285714287,47.47711,10000,9,17651,1.4
2999,0.2878,81.77,6,10,0.6,1266.2255,45.29321,10000,10,17661,1.49
3000,0.2876,30.14,2,6,0.333,1455.6036666666666,50.29165,10000,6,17667,0.86
3001,0.2873,80.43,6,6,1.0,1464.4007142857142,43.55685,10000,6,17673,0.81
3002,0.2871,20.38,4,11,0.364,1484.596551724138,45.61534,10000,11,17684,1.55
3003,0.2868,31.14,2,9,0.222,1000.07744,42.6276,10000,9,17693,1.33
3004,0.2866,22.97,2,7,0.286,1389.2907037037037,40.05703,10000,7,17700,1.04
3005,0.2864,52.19,5,12,0.417,1241.2346,46.82937,10000,12,17712,1.78
3006,0.2861,82.86,7,10,0.7,1747.2322352941176,44.71131,10000,10,17722,1.54
3007,0.2859,46.73,3,6,0.5,1087.8447826086956,42.07204,10000,6,17728,0.93
3008,0.2857,14.35,2,5,0.4,1364.3188,38.70326,10000,5,17733,0.8
3009,0.2854,76.55,6,6,1.0,1569.0668620689657,48.03341,10000,6,17739,0.86
3010,0.2852,75.16,6,6,1.0,1647.330962962963,39.77878,10000,6,17745,0.86
3011,0.2849,79.34,6,9,0.667,1711.9167058823532,43.81329,10000,9,17754,1.28
3012,0.2847,59.38,3,6,0.5,1460.088,41.81317,10000,6,17760,0.9
3013,0.2845,29.79,3,7,0.429,1470.0852,47.21091,10000,7,17767,1.03
3014,0.2842,26.56,3,8,0.375,1503.5983571428571,42.54429,10000,8,17775,1.21
3015,0.284,40.44,2,8,0.25,1071.718,42.95349,10000,8,17783,1.33
3016,0.2838,88.28,9,10,0.9,1266.0928,39.69636,10000,10,17793,1.36
3017,0.2835,38.62,3,9,0.333,1576.9466153846154,44.41979,10000,9,17802,1.18
3018,0.2833,51.83,4,7,0.571,1491.346695652174,43.78168,10000,7,17809,0.94
3019,0.283,86.7,6,9,0.667,1290.5251612903226,40.32229,10000,9,17818,1.18
3020,0.2828,29.65,3,5,0.6,1253.3880833333333,47.64773,10000,5,17823,0.63
3021,0.2826,39.27,4,7,0.571,1117.4640769230768,43.97059,10000,7,17830,0.83
3022,0.2823,65.17,6,11,0.545,1277.094576923077,41.15011,10000,11,17841,1.37
3023,0.2821,90.91,7,11,0.636,1460.9103214285715,43.85028,10000,11,17852,1.44
3024,0.2819,24.11,2,7,0.286,1058.1548846153846,41.5364,10000,7,17859,0.89
3025,0.2816,10.84,2,10,0.2,1388.1721481481482,41.23718,10000,10,17869,1.31
3026,0.2814,90.37,7,10,0.7,1498.664375,44.62083,10000,10,17879,1.31
3027,0.2811,46.02,2,4,0.5,1513.7559999999999,50.40643,10000,4,17883,0.53
3028,0.2809,56.88,4,6,0.667,1334.572222222222,46.95949,10000,6,17889,0.79
3029,0.2807,90.88,6,10,0.6,1465.9069999999997,45.44194,10000,10,17899,1.31
3030,0.2804,45.19,2,3,0.667,1508.7146956521738,48.2846,10000,3,17902,0.41
3031,0.2802,25.25,2,4,0.5,1460.8933043478262,37.27061,10000,4,17906,0.51
3032,0.28,26.68,1,4,0.25,961.0512999999999,40.90192,10000,4,17910,0.48
3033,0.2797,43.88,5,11,0.455,1865.8516578947372,43.63261,10000,11,17921,1.41
3034,0.2795,64.95,4,6,0.667,1496.3641538461538,45.7362,10000,6,17927,0.77
3035,0.2792,35.26,3,8,0.375,1625.042642857143,43.08524,10000,8,17935,1.06
3036,0.279,67.13,4,7,0.571,1621.5055714285713,45.5656,10000,7,17942,1.02
3037,0.2788,28.4,4,7,0.571,1550.0250666666666,42.0554,10000,7,17949,1.02
3038,0.2785,38.15,4,6,0.667,1392.6445555555556,43.26016,10000,6,17955,0.83
3039,0.2783,69.67,6,13,0.462,1369.0166470588235,40.88322,10000,13,17968,1.97
3040,0.2781,33.9,3,4,0.75,1113.0944782608694,42.20751,10000,4,17972,0.59
3041,0.2778,27.31,1,4,0.25,1310.0,41.55809,10000,4,17976,0.61
3042,0.2776,64.88,6,10,0.6,1776.7632,46.81118,10000,10,17986,1.35
3043,0.2773,23.35,2,4,0.5,1063.669909090909,48.8679,10000,4,17990,0.56
3044,0.2771,34.87,2,6,0.333,1318.215962962963,39.25773,10000,6,17996,0.83
3045,0.2769,88.55,5,6,0.833,1130.0906400000001,34.83372,10000,6,18002,0.87
3046,0.2766,86.68,5,8,0.625,1330.49525,45.49427,10000,8,18010,1.06
3047,0.2764,40.73,1,2,0.5,1361.5467727272728,43.39057,10000,2,18012,0.25
3048,0.2762,63.22,3,8,0.375,1531.27053125,37.67574,10000,8,18020,1.13
3049,0.2759,-2.9,0,5,0.0,1705.0,42.38311,10000,5,18025,0.73
3050,0.2757,61.44,4,6,0.667,1428.2058571428572,46.02218,10000,6,18031,0.9
3051,0.2754,28.88,5,6,0.833,1078.8184285714285,44.35116,10000,6,18037,0.84
3052,0.2752,50.28,5,12,0.417,1567.965,48.71503,10000,12,18049,1.66
3053,0.275,77.38,4,4,1.0,1098.0608750000001,37.919,10000,4,18053,0.61
3054,0.2747,67.37,4,8,0.5,1567.2323125,45.25997,10000,8,18061,1.17
3055,0.2745,86.68,6,9,0.667,1185.45,44.90084,10000,9,18070,1.33
3056,0.2743,82.08,5,8,0.625,1191.57075,51.65928,10000,8,18078,1.12
3057,0.274,37.51,3,8,0.375,1401.3483913043478,45.23106,10000,8,18086,1.16
3058,0.2738,41.9,2,3,0.667,1057.2120952380951,41.29764,10000,3,18089,0.44
3059,0.2735,50.66,3,7,0.429,1277.3184090909092,46.99763,10000,7,18096,0.95
3060,0.2733,71.53,6,12,0.5,1259.9917647058824,45.45802,10000,12,18108,1.76
3061,0.2731,51.43,4,8,0.5,1067.440448275862,42.14296,10000,8,18116,1.03
3062,0.2728,32.31,3,13,0.231,1390.827,47.29237,10000,13,18129,1.89
3063,0.2726,59.86,6,11,0.545,1577.5663548387097,41.78614,10000,11,18140,1.5
3064,0.2724,67.38,5,7,0.714,1136.3687586206897,44.58538,10000,7,18147,1.12
3065,0.2721,43.18,2,6,0.333,1440.62816,46.17311,10000,6,18153,0.93
3066,0.2719,32.83,1,2,0.5,1336.3734545454545,40.58685,10000,2,18155,0.24
3067,0.2716,46.98,3,8,0.375,1436.0868799999998,40.05908,10000,8,18163,1.26
3068,0.2714,53.17,3,8,0.375,1100.0720000000001,44.33692,10000,8,18171,1.21
3069,0.2712,30.74,4,9,0.444,1742.2480625,39.35808,10000,9,18180,1.42
3070,0.2709,40.26,3,9,0.333,1152.8190666666667,37.68206,10000,9,18189,1.39
3071,0.2707,19.62,3,5,0.6,1195.7269130434781,42.90472,10000,5,18194,0.67
3072,0.2705,31.11,2,4,0.5,1404.7670476190476,45.62879,10000,4,18198,0.49
3073,0.2702,55.8,3,6,0.5,1360.9631304347827,39.39904,10000,6,18204,0.78
3074,0.27,20.26,2,10,0.2,1545.8688750000001,41.22032,10000,10,18214,1.35
3075,0.2697,14.15,0,5,0.0,1059.0,46.7858,10000,5,18219,0.64
3076,0.2695,35.53,3,7,0.429,1129.7476296296297,40.80222,10000,7,18226,1.05
3077,0.2693,27.02,4,6,0.667,1463.3590333333334,48.99121,10000,6,18232,0.88
3078,0.269,37.61,4,8,0.5,1441.2394814814816,40.08876,10000,8,18240,1.19
3079,0.2688,50.26,3,6,0.5,1488.1885,43.80419,10000,6,18246,0.89
3080,0.2686,62.01,4,6,0.667,1422.7861818181818,42.76068,10000,6,18252,0.92
3081,0.2683,44.34,2,6,0.333,1719.5994782608695,46.06687,10000,6,18258,0.95
3082,0.2681,40.58,3,7,0.429,1084.6144166666666,39.4851,10000,7,18265,1.13
3083,0.2678,81.6,7,9,0.778,1295.8274999999999,37.66446,10000,9,18274,1.32
3084,0.2676,-8.32,2,5,0.4,1396.528347826087,49.9968,10000,5,18279,0.69
3085,0.2674,102.19,7,9,0.778,1297.7163571428573,49.59686,10000,9,18288,1.35
3086,0.2671,40.39,3,5,0.6,1212.0572,44.08172,10000,5,18293,0.65
3087,0.2669,35.83,4,9,0.444,1207.215392857143,46.81079,10000,9,18302,1.31
3088,0.2667,8.24,1,9,0.111,1510.0223,48.54011,10000,9,18311,1.33
3089,0.2664,43.44,3,6,0.5,1179.2627083333332,37.94689,10000,6,18317,0.9
3090,0.2662,61.01,5,10,0.5,1781.9690303030304,44.38322,10000,10,18327,1.42
3091,0.2659,36.66,3,6,0.5,1256.383925925926,48.129,10000,6,18333,0.9
3092,0.2657,52.15,3,5,0.6,1196.25975,47.68436,10000,5,18338,0.65
3093,0.2655,76.6,7,10,0.7,1471.5827142857145,49.15707,10000,10,18348,1.4
3094,0.2652,10.61,2,4,0.5,1169.544380952381,40.11793,10000,4,18352,0.59
3095,0.265,29.08,3,7,0.429,1302.3734615384615,46.04346,10000,7,18359,1.09
3096,0.2648,46.95,4,9,0.444,1394.3591923076924,46.00011,10000,9,18368,1.19
3097,0.2645,68.06,7,9,0.778,1495.3467586206896,46.33188,10000,9,18377,1.13
3098,0.2643,46.77,3,9,0.333,1473.3557333333333,48.21325,10000,9,18386,1.12
3099,0.264,30.49,2,6,0.333,1054.899851851852,47.75408,10000,6,18392,0.84
3100,0.2638,55.28,3,7,0.429,1720.7415517241382,45.10463,10000,7,18399,1.07
3101,0.2636,50.76,3,5,0.6,1173.5357307692307,38.24958,10000,5,18404,0.73
3102,0.2633,72.66,4,8,0.5,1188.16192,47.55545,10000,8,18412,1.07
3103,0.2631,31.94,2,8,0.25,1064.3408571428572,44.709,10000,8,18420,1.32
3104,0.2629,54.96,4,7,0.571,1086.5319666666667,42.34489,10000,7,18427,0.96
3105,0.2626,60.72,5,11,0.455,1726.768,41.93479,10000,11,18438,1.66
